entity,entity_full_name,agency,date,action_type,from_rating,to_rating,instrument_type,rationale_url,notes
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2022-11-03,initial,,[ICRA] BBB+,PLATINUM TRUST OCTOBER 2022 Second Loss Facility,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2022-11-03,initial,,[ICRA] AAA,PLATINUM TRUST OCTOBER 2022 PTC Series A,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2022-11-22,initial,,Provisional CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2022-11-22,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2023-10
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2022-12-01,initial,,[ICRA] BBB+,PLATINUM TRUST NOVEMBER 2022 TRANCHE I Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2022-12-01,initial,,[ICRA] AAA,PLATINUM TRUST NOVEMBER 2022 TRANCHE I PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2022-12-20,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP2022 – TRANCH II; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2022-12-20,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST SEP2022 – TRANCH II; Securitisation; Unlisted; Source: archive/2023-10
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-01-24,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second loss facility (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2023-10
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-01-24,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2023-10
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-02-21,initial,,[ICRA] BBB+,PLATINUM TRUST OCTOBER 2022 Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-02-21,initial,,[ICRA] AAA,Platinum Trust Sep 2022 Tranche IV PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-03-24,initial,,[ICRA] BBB+,PLATINUM TRUST MARCH 2023 - TRANCHE II Second Loss Facility,,source=history_H2_2022-2023
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-03-24,initial,,[ICRA] AAA,PLATINUM TRUST MARCH 2023 - TRANCHE II PTC Series A,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-04-12,upgrade,CRISIL BBB+(SO),CRISIL A (SO),Securitized,,Trust: Platinum Trust March 2021 - Tranche II; Securitisation; Unlisted; Source: archive/2024-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-04-14,initial,,[ICRA] BBB+,PLATINUM TRUST NOVEMBER 2022 TRANCHE I Second Loss Facility,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-04-14,initial,,[ICRA] AAA,PLATINUM TRUST NOVEMBER 2022 TRANCHE I PTC Series A,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-04-19,initial,,Provisional CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust March 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-04-19,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust March 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-04-28,initial,,[ICRA] BBB+,PLATINUM TRUST APRIL 2023 - TRANCHE I Second Loss Facility,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-04-28,initial,,[ICRA] AAA,PLATINUM TRUST APRIL 2023 – TRANCHE I PTC Series A,,source=history_H1_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-05-08,initial,,[ICRA] BBB+,PLATINUM TRUST APRIL 2023 - TRANCHE V Second Loss Facility,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-05-08,initial,,[ICRA] AAA,PLATINUM TRUST APRIL 2023 - TRANCHE V PTC Series A,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-05-18,initial,,Provisional CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust April 2023 - Tranche II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-05-18,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust April 2023 - Tranche II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-05-23,upgrade,CRISIL BBB+ (SO),CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP2022 – TRANCH II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-05-23,affirmed,CRISIL BBB+ (SO),CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP2022 – TRANCH II; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-05-30,upgrade,[ICRA] BBB-,[ICRA] A-,Platinum Trust September 2021- Tranche II Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-01,affirmed,CRISIL BBB+ (SO),CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: Platinum Trust December 2021; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-01,upgrade,CRISIL BBB+ (SO),CRISIL A (SO),Second Loss Facility (securitized),,Trust: Platinum Trust March 2022; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-01,upgrade,CRISIL BBB+(SO),CRISIL A (SO),Securitized,,Trust: Platinum Trust September 2021; Securitisation; Unlisted; Source: archive/2024-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-20,initial,,Provisional CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust May 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-20,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust May 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-28,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO) Equivalent,Second Loss Facility (securitized),,Trust: Platinum Trust March 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-28,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust March 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-06-28,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust March 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-06-30,initial,,[ICRA] BBB+,PLATINUM TRUST JUNE 2023 – TRANCHE I Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-07-07,initial,,[ICRA] BBB+,PLATINUM TRUST MARCH 2023 - TRANCHE II Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-07-07,initial,,[ICRA] AAA,PLATINUM TRUST MARCH 2023 - TRANCHE II PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-13,initial,,Provisional CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust June 2023 – Tranche III; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-13,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust June 2023 – Tranche III; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-07-20,initial,,[ICRA] AAA,PLATINUM TRUST APRIL 2023 – TRANCHE V PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-24,affirmed,CRISIL BBB+ (SO),CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-24,upgrade,CRISIL BBB+ (SO),CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST OCTOBER 2022 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-27,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO) Equivalent,Second Loss Facility (securitized),,Trust: Platinum Trust April 2023 - Tranche II; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-27,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust April 2023 - Tranche II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-07-27,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust April 2023 - Tranche II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-08-01,initial,,[ICRA] A-,PLATINUM TRUST JULY 2023 - TRANCHE I Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-08-01,initial,,[ICRA] AAA,PLATINUM TRUST JULY 2023 - TRANCHE I PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-08-09,initial,,[ICRA] BBB+,PLATINUM TRUST APRIL 2023 – TRANCHE I Second Loss Facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-08-09,initial,,[ICRA] AAA,PLATINUM TRUST APRIL 2023 – TRANCHE I PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-08-24,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust May 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-08-24,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO) Equivalent,Second Loss Facility (securitized),,Trust: Platinum Trust May 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-08-24,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust May 2023 - Tranche I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-09-05,initial,,[ICRA] A-,PLATINUM TRUST AUG 2023 – TRANCHE II Second loss facility,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-09-05,initial,,[ICRA] AAA,PLATINUM TRUST AUG 2023 – TRANCHE II PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-09-15,initial,,Provisional CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST AUG 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-09-15,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST AUG 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-09-18,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Second Loss Facility (securitized),,Trust: Platinum Trust June 2023 – Tranche III; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-09-18,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO) Equivalent,Second Loss Facility (securitized),,Trust: Platinum Trust June 2023 – Tranche III; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-09-18,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: Platinum Trust June 2023 – Tranche III; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-09-18,initial,,[ICRA] AAA,PLATINUM TRUST JUNE 2023 – TRANCHE I PTC Series A,,source=history_H1_2023-2024
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-06,initial,,Provisional CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-06,initial,,Provisional CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-06,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-12,affirmed,Provisional CRISIL A (SO),CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST AUG 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-12,affirmed,Provisional CRISIL A (SO),CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST AUG 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-12,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST AUG 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-27,affirmed,Provisional CRISIL A (SO) Equivalent,CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-27,affirmed,Provisional CRISIL A (SO),CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-10-27,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST SEP 2023 – TRANCHE I; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-10-31,initial,,[ICRA] AAA,PLATINUM TRUST OCT 2023 - TRANCHE I PTC Series A,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-11-20,initial,,Provisional CRISIL A (SO),Second Loss Facility (securitized),,Trust: PLATINUM TRUST OCT 2023 – TRANCHE II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-11-20,initial,,Provisional CRISIL A (SO) Equivalent,Second Loss Facility (securitized),,Trust: PLATINUM TRUST OCT 2023 – TRANCHE II; Securitisation; Unlisted; Source: archive/2024-09
Cholamandalam,Cholamandalam Investment and Finance Company Limited,CRISIL,2023-11-20,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: PLATINUM TRUST OCT 2023 – TRANCHE II; Securitisation; Unlisted; Source: archive/2025-03
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-11-20,initial,,[ICRA] A-,PLATINUM TRUST AUG 2023 - TRANCHE II Second Loss Facility,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-11-20,initial,,[ICRA] AAA,PLATINUM TRUST AUG 2023 - TRANCHE II PTC Series A,,source=history_H2_2024-2025
Cholamandalam,Cholamandalam Investment and Finance Company Limited,ICRA,2023-11-30,initial,,[ICRA] A-,PLATINUM TRUST NOV 2023 – TRANCHE II Second Loss Facility,,source=history_H1_2024-2025
